shipment_id,po_number,invoice_number,supplier_id,sku,order_date,etd_shipped,eta_planned,ata_arrival,customs_cleared,warehouse_receipt,carrier,vessel_voyage,incoterm,container_type,origin_port,destination_port,quantity,unit_price_usd,fob_total_usd,freight_usd,insurance_usd,net_weight_kg,gross_weight_kg,volume_cbm,hs_code,customs_value_usd,duty_igi_mxn,dta_mxn,iva_mxn,broker_fee_mxn,drayage_mxn,demurrage_mxn,storage_mxn,fx_rate_applied,qc_units_rejected,qc_inspection_notes,country_of_origin
IMP-2024-0391,PO-202411-008,INV-1002-202411-0003,SUP-1002,SKU-133,2024-11-05,2025-01-03,2025-02-08,2025-02-08,2025-02-15,2025-02-17,Maersk,MSC PALOMA 645E,FOB,40HC,Shekou,Manzanillo,2,91549.53,"$183,099.06",9361.2,885.02,40544.6,45846.0,63.1,8462910100,193345.28,381696.45,30535.72,676671.47,9022.91,32833.33,0.0,,19.7417,0,Sin observaciones durante la inspección,China
IMP-2024-0392,PO-202411-009,INV-1003-202411-0002,SUP-1003,SKU-123,06/11/2024,26/01/2025,02/03/2025,02/03/2025,07/03/2025,09/03/2025,Hapag-Lloyd,COSCO ARIES 257W,EXW,20GP,Nansha,Manzanillo,1,18763.67,18763.67,5485.19,0.0,1535.9,1725.7,6.76,8414809900,24248.86,72250.45,3853.36,89243.75,6274.28,26588.98,0.0,0.0,19.8636,,,China
IMP-2024-0393,PO-202411-010,INV-1013-202411-0002,SUP-1013,SKU-120,06/11/2024,03/02/2025,07/03/2025,07/03/2025,16/03/2025,20/03/2025,Maersk,MAERSK COLUMBUS 799E,FOB,20GP,Shanghai,Manzanillo,1,59338.14,59338.14,8849.81,,2182.8,2436.3,3.02,8479500100,68424.28,67957.63,10873.22,230077.34,8434.85,22225.34,0.0,0.0,19.8636,0,No issues found on inspection,China
IMP-2024-0394,PO-202411-011,INV-1010-202411-0001,SUP-1010,SKU-110,06/11/2024,31/12/2024,29/01/2025,29/01/2025,01/02/2025,04/02/2025,Ocean Network Express,MSC PALOMA 667E,CIF,20GP,Taizhou,Manzanillo,2,19441.08,38882.16,,,9379.8,10582.7,22.82,8456110100,39004.66,79517.24,6361.38,140968.16,7288.33,26910.73,0.0,0.0,20.3866,0,No issues found on inspection,China
IMP-2024-0395,PO-202411-012,INV-1003-202411-0003,SUP-1003,SKU-113,2024-11-08,2025-02-10,2025-03-15,2025-03-15,2025-03-26,2025-03-29,Hapag-Lloyd,MSC PALOMA 244E,FOB,40GP,Nansha,Manzanillo,1,"$59,102.44","$59,102.44",7499.26,296.93,3195.7,3582.2,17.36,8456110100,66898.63,132884.76,10630.78,235578.11,4711.31,21575.03,0.0,0.0,19.8636,,,China
IMP-2024-0396,PO-202411-013,INV-1001-202411-0001,SUP-1001,SKU-129,08/11/2024,01/02/2025,,06/03/2025,13/03/2025,15/03/2025,MSC,EVER LIBRA 260W,CIF,40GP,Yantian,Veracruz,3,40148.67,"$120,446.01",0.0,616.39,23316.0,26966.2,52.45,8422309900,121062.4,240473.51,19237.88,426311.44,7879.48,97758.54,0.0,0.0,19.8636,,Wiring harness loose in cabinet,China
IMP-2024-0397,PO-202411-014,INV-1013-202411-0003,SUP-1013,SKU-120,08/11/2024,25/01/2025,03/03/2025,06/03/2025,14/03/2025,17/03/2025,Hapag-Lloyd,COSCO VEGA 697E,FOB,20GP,Shanghai,Manzanillo,4,58328.15,"$233,312.60",,1288.02,8731.2,9437.4,12.66,8479500100,242871.79,"MXN 241,215.40",38594.46,816658.87,7679.56,50337.38,0.0,,19.8636,0,No issues found on inspection,China
IMP-2024-0398,PO-202411-015,INV-1014-202411-0003,SUP-1014,SKU-138,2024-11-09,2025-01-11,2025-02-13,2025-02-13,2025-02-16,2025-02-18,COSCO Shipping Lines,MSC PALOMA 378W,FOB,40GP,Nantong,Lázaro Cárdenas,1,11609.78,"$11,609.78",8479.38,48.74,5253.7,6028.9,13.09,8428330100,20137.9,"MXN 39,755.64",3180.45,70478.8,5770.49,32504.29,0.0,,19.7417,,,China
IMP-2024-0399,PO-202411-016,INV-1002-202411-0004,SUP-1002,SKU-123,2024-11-09,2025-01-28,2025-03-03,2025-03-12,2025-03-14,2025-03-17,Maersk,MAERSK ESSEX 487E,CIF,20GP,Shekou,Veracruz,1,62270.95,"$62,270.95",0.0,328.53,2365.9,2707.3,8.38,8479500100,62599.48,62172.55,9947.61,210491.39,6864.49,45455.65,0.0,0.0,19.8636,2,Wiring harness loose in cabinet,China
IMP-2024-0400,PO-202411-017,INV-1005-202411-0001,SUP-1005 ,SKU-103,09/11/2024,18/01/2025,22/02/2025,06/03/2025,18/03/2025,22/03/2025,Evergreen Marine,MAERSK ESSEX 165W,DDP,40GP,Shekou,Manzanillo,1,"163,064.48","$163,064.48",8952.04,,18341.2,21206.8,17.41,,172771.39,343186.18,27454.89,608400.46,7703.31,24927.82,0.0,2249.35,19.8636,,,China
IMP-2024-0401,PO-202411-018,INV-1007-202411-0001,SUP-1007,SKU-132,11/09/2024,02/05/2025,03/09/2025,03/09/2025,03/15/2025,03/16/2025,Hapag-Lloyd,MAERSK ESSEX 301E,FOB,40GP,Ningbo-Zhoushan,Lázaro Cárdenas,3,30818.95,92456.85,9586.01,520.47,43318.8,47290.3,39.54,8462910100,102563.33,203727.7,16298.22,361168.46,6956.65,54092.57,0.0,0.0,19.8636,,,China
IMP-2024-0402,PO-202411-019,INV-1007-202411-0002,SUP-1007,SKU-141,11/09/2024,12/26/2024,01/29/2025,01/30/2025,02/07/2025,02/11/2025,Evergreen Marine,HAPAG BERLIN EXPRESS 766W,FOB,20GP,Ningbo-Zhoushan,Manzanillo,2,28930.87,"$57,861.74",7599.16,305.24,3791.2,4390.7,8.37,8515310100,65766.14,201112.2,10725.98,248413.79,5715.66,34805.21,0.0,0.0,20.3866,,,China
IMP-2024-0403,PO-202411-020,INV-1012-202411-0002,SUP-1012,SKU-103,11/10/2024,01/17/2025,02/12/2025,02/12/2025,02/19/2025,02/20/2025,COSCO Shipping Lines,EVER LIBRA 676W,FOB,40GP,Shanghai,Lázaro Cárdenas,1,178705.61,"$178,705.61",8747.45,,18341.2,19911.7,16.67,8457.10.01.00,188501.58,372134.16,29770.73,659719.45,4725.98,31080.0,,,19.7417,,,China
IMP-2024-0404,PO-202411-021,INV-1002-202411-0005,SUP-1002,SKU-142,11/10/2024,01/20/2025,02/24/2025,03/01/2025,03/09/2025,,Maersk,MSC ANZU 719W,DDP,20GP,Shekou,Manzanillo,1,7414.47,"$7,414.47",8282.42,29.79,1186.9,1375.2,3.36,8515310100,15726.68,46858.27,2499.11,57879.34,6237.55,22753.13,0.0,,19.8636,,,China
IMP-2024-0405,PO-202411-022,INV-1011-202411-0001,SUP-1011,SKU-131,11/10/2024,01/10/2025,02/16/2025,02/21/2025,02/28/2025,03/02/2025,Maersk,COSCO VEGA 413E,FOB,40HC,Shanghai,Manzanillo,2,72676.53,145353.06,,660.77,45155.4,51638.7,52.58,8462910100,154450.4,304911.35,24392.91,540546.83,3674.13,27740.0,,,19.7417,,,China
IMP-2024-0406,PO-202411-023,INV-1014-202411-0004,SUP-1014,SKU-122,2024-11-11,2025-02-15,2025-03-22,2025-03-22,2025-03-28,2025-03-30,MSC,COSCO VEGA 292W,CIF,20GP,Nantong,Lázaro Cárdenas,1,24450.69,24450.69,0.0,,1294.2,1492.8,4.34,8414809900,24556.92,73168.33,3902.31,90377.52,5840.54,40558.15,,0.0,19.8636,0,Sin observaciones durante la inspección,China
IMP-2024-0407,PO-202411-024,INV-1013-202411-0004,SUP-1013,SKU-120,11/12/2024,02/16/2025,03/16/2025,03/24/2025,03/26/2025,03/30/2025,Evergreen Marine,YM WELLNESS 204E,EXW,20GP,Shanghai,Manzanillo,1,59820.95,"$59,820.95",5988.58,0.0,2182.8,2425.4,3.08,8479500100,65809.53,65360.71,10457.71,221285.22,6334.57,26730.63,,0.0,19.8636,,,China
IMP-2024-0408,PO-202411-025,INV-1013-202411-0005,SUP-1013,SKU-109,45608,45656,45686,45686,45689,45691,MSC,COSCO ARIES 272W,CIF,40GP,Shanghai,Lázaro Cárdenas,1,78936.17,78936.17,0.0,,13407.2,14778.6,12.87,8458110100,79285.29,161635.75,12930.86,286547.86,5110.83,39921.7,0.0,0.0,20.3866,0,Sin observaciones durante la inspección,China
IMP-2024-0409,PO-202411-026,INV-1008-202411-0001,SUP-1008,SKU-112,12/11/2024,14/01/2025,20/02/2025,21/02/2025,06/03/2025,08/03/2025,Ocean Network Express,YM WELLNESS 475W,CIF,20GP,Wenzhou,Manzanillo,2,"65,923.03",131846.06,0.0,612.75,4287.2,4806.2,15.77,8456110100,132458.81,261496.21,20919.7,463580.48,5910.83,30449.0,0.0,11129.01,19.7417,,Etiqueta de seguridad desprendida,China
IMP-2024-0410,PO-202411-027,INV-1014-202411-0005,SUP-1014,SKU-122,13/11/2024,17/02/2025,16/03/2025,24/03/2025,,07/04/2025,Maersk,MAERSK ESSEX 519W,FOB,20GP,Nantong,Lázaro Cárdenas,1,"23.557,28","$23,557.28",7233.28,84.3,1294.2,1477.5,4.44,8414809900,30874.86,91992.88,4906.29,113629.61,4678.74,37467.01,20205.22,0.0,19.8636,,,China
IMP-2024-0411,PO-202411-028,INV-1013-202411-0006,SUP-1013,SKU-140,2024-11-13,2025-01-26,2025-02-26,2025-02-26,2025-03-01,2025-03-03,MSC,HAPAG BERLIN EXPRESS 441E,FOB,20GP,Shanghai,Manzanillo,2,28149.31,56298.62,6450.6,213.9,3555.4,3958.5,6.47,8515310100,62963.12,186449.85,9943.99,230302.86,6859.89,23335.01,0.0,,19.7417,,,China
IMP-2024-0412,PO-202411-029,INV-1003-202411-0004,sup1003,SKU-140,11/14/2024,01/24/2025,02/28/2025,02/28/2025,03/16/2025,03/17/2025,Maersk,MAERSK COLUMBUS 155E,CIF,20GP,Nansha,Manzanillo,1,27796.27,"$27,796.27",,88.76,1777.7,1962.8,3.34,8515310100,27885.03,82574.68,4403.98,101996.25,9132.59,21586.52,0.0,5296.99,19.7417,,,China
IMP-2024-0413,PO-202411-030,INV-1014-202411-0006,SUP-1014,SKU-104,2024-11-15,2025-01-23,2025-03-02,2025-03-02,2025-03-05,2025-03-07,Evergreen Marine,EVER LIBRA 827E,CIF,40'GP,Nantong,Manzanillo,1,"149.656,88","$149,656.88",0.0,752.92,8636.7,9952.3,27.06,8457100100,150409.8,298768.01,23901.44,529655.93,6658.04,21203.89,0.0,0.0,19.8636,,,China
IMP-2024-0414,PO-202411-031,INV-1006-202411-0001,SUP-1006,SKU-119,11/15/2024,01/22/2025,02/25/2025,02/25/2025,03/01/2025,03/02/2025,Ocean Network Express,ONE APUS 314W,FOB,20GP,Ningbo-Zhoushan,Lázaro Cárdenas,3,46464.97,"$139,394.91",6848.27,502.77,7464.9,8146.9,10.49,8479500100,146745.95,144850.73,23176.12,490406.62,7043.92,55310.1,0.0,0.0,19.7417,,,China
IMP-2024-0415,PO-202411-032,INV-1008-202411-0002,SUP-1008,SKU-112,11/16/2024,01/29/2025,03/01/2025,03/01/2025,03/04/2025,03/06/2025,Maersk,HAPAG BERLIN EXPRESS 623E,FOB,,Wenzhou,Manzanillo,6,64833.05,"$388,998.30",9439.94,1983.59,12861.6,14545.5,46.09,8456110100,400421.83,795381.91,63630.55,1410053.04,5665.49,50497.09,0.0,0.0,19.8636,,,China
IMP-2024-0416,PO-202411-033,INV-1014-202411-0007,SUP-1014,SKU-118,18/11/2024,12/02/2025,11/03/2025,11/03/2025,15/03/2025,16/03/2025,Yang Ming Marine Transport,ONE APUS 864E,CIF,20GP,Nantong,Manzanillo,3,30067.26,90201.78,0.0,,20018.4,21686.2,35.39,8477100100,90686.32,180135.68,14410.85,319344.53,8313.25,39426.68,0.0,0.0,19.8636,,,China
IMP-2024-0417,PO-202411-034,INV-1014-202411-0008,SUP-1014,SKU-105,2024-11-19,2025-01-13,2025-02-17,2025-02-17,2025-02-22,2025-02-26,Hapag-Lloyd,HAPAG BERLIN EXPRESS 760E,FOB,40GP,Nantong,Lázaro Cárdenas,1,158811.78,158811.78,7846.09,,14233.9,15939.0,14.95,8457100100,167309.36,330297.12,26423.77,585550.73,4132.38,32994.07,0.0,0.0,19.7417,,,China
IMP-2024-0418,PO-202411-035,INV-1006-202411-0002,SUP-1006,SKU-140,2024-11-20,2025-02-13,2025-03-20,2025-03-22,2025-04-03,2025-04-06,Yang Ming Marine Transport,COSCO ARIES 676W,FOB,20GP,Ningbo-Zhoushan,"Manzanillo, Colima",3,27192.61,"$81,577.83",7018.8,,5333.1,6028.7,9.21,8515310100,89050.01,"MXN 265,328.07",14150.83,327733.23,4531.8,30567.75,0.0,,19.8636,,,China
IMP-2024-0419,PO-202411-036,INV-1002-202411-0006,SUP-1002,SKU-106,20/11/2024,30/01/2025,08/03/2025,08/03/2025,15/03/2025,16/03/2025,COSCO Shipping Lines,COSCO VEGA 615E,CIF,40GP,Shekou,Manzanillo,1,82482.72,82482.72,0.0,,13327.3,14912.8,17.56,8458110100,82857.96,164585.74,13166.86,291777.6,5536.56,20079.85,0.0,,19.8636,0,Sin observaciones durante la inspección,China
IMP-2024-0420,PO-202411-037,INV-1001-202411-0002,SUP-1001,SKU-114,2024-11-22,2025-02-21,2025-03-24,2025-03-24,,2025-03-29,COSCO Shipping Lines,EVER LIBRA 470W,CIF,40HC,Yantian,Manzanillo,1,71650.98,"$71,650.98",0.0,299.28,13106.2,14583.9,27.14,8477100100,71950.26,142919.12,11433.53,253367.01,5372.62,24856.2,0.0,,19.8636,18,Óxido superficial en la carcasa,China
IMP-2024-0421,PO-202411-038,INV-1007-202411-0003,SUP-1007,SKU-128,2024-11-22,2025-02-02,2025-03-06,2025-03-06,2025-03-12,2025-03-13,Ocean Network Express,MSC ANZU 596W,FOB,20GP,Ningbo-Zhoushan,Lázaro Cárdenas,4,49159.16,"$196,636.64",6920.05,879.54,20611.2,23217.2,46.85,8422309900,204436.23,406083.95,32486.72,719905.63,8757.2,79523.22,0.0,,19.8636,,,China
IMP-2024-0422,PO-202411-039,INV-1013-202411-0007,SUP-1013,SKU-120,2024-11-22,2025-02-10,2025-03-14,2025-03-14,2025-03-16,2025-03-20,Maersk,MAERSK COLUMBUS 321E,FOB,20GP,Shanghai,Lázaro Cárdenas,1,56534.04,"$56,534.04",,333.47,2182.8,2371.3,2.95,8479500100,62108.99,61685.41,9869.67,208842.11,4650.56,29475.6,0.0,0.0,19.8636,0,No issues found on inspection,China
IMP-2024-0423,PO-202411-040,INV-1014-202411-0009,SUP-1014,SKU-122,2024-11-22,2025-02-14,2025-03-15,2025-03-15,2025-03-21,2025-03-22,COSCO Shipping Lines,MSC ANZU 823E,FOB,20GP,Nantong,Manzanillo,4,23749.52,94998.08,7657.19,397.42,5176.8,5641.1,16.85,8414.80.99.00,103052.69,"MXN 307,049.61",16375.98,379267.68,3514.84,37936.96,0.0,0.0,19.8636,,,China
IMP-2024-0424,PO-202411-041,INV-1001-202411-0003,SUP-1001,SKU-111,45619,45670,45704,45716,45719,45723,Hapag-Lloyd,HAPAG BERLIN EXPRESS 848W,FOB,40GP,Yantian,Veracruz,1,46336.22,"$46,336.22",10532.7,,1856.0,2022.6,15.82,8456110100,57085.81,112697.09,9015.77,199789.41,4910.08,46984.49,0.0,0.0,19.7417,,,China
IMP-2024-0425,PO-202411-042,INV-1002-202411-0007,SUP-1002,SKU-124,2024-11-23,2025-02-16,2025-03-16,2025-03-16,2025-03-25,2025-03-26,COSCO Shipping Lines,MSC ANZU 856W,FOB,20GP,Shekou,Manzanillo,2,7931.00,15862.00,5943.9,51.71,1142.4,1243.0,10.48,8414809900,21857.61,65125.62,3473.37,80443.17,7234.5,30585.72,0.0,0.0,19.8636,0,Sin observaciones durante la inspección,China
IMP-2024-0426,PO-202411-043,INV-1002-202411-0008,SUP-1002,SKU-102,2024-11-23,2025-01-20,2025-02-18,2025-02-18,2025-02-20,2025-02-23,Hapag-Lloyd,MAERSK ESSEX 466W,FOB,40GP,Shekou,Manzanillo,2,97042.55,"$194,085.10",7133.61,,30127.4,34255.2,39.93,8457100100,202142.15,399062.97,31925.04,707458.83,4604.88,24233.37,0.0,0.0,19.7417,1,Sin observaciones durante la inspección,China
IMP-2024-0427,PO-202411-044,INV-1002-202411-0009,SUP-1002,SKU-102,2024-11-24,2025-01-12,2025-02-14,2025-02-14,2025-02-19,2025-02-22,Ocean Network Express,HAPAG BERLIN EXPRESS 168W,FOB,40GP,Shekou,Manzanillo,2,98302.31,196604.62,7701.99,696.83,30127.4,34384.1,38.68,8457100100,205003.44,404711.64,32376.93,717472.8,4285.21,26469.93,,0.0,19.7417,0,Sin observaciones durante la inspección,China
IMP-2024-0428,PO-202411-045,INV-1003-202411-0005,SUP-1003,SKU-113,45621,45716,45753,45753,45762,45765,Evergreen Marine,MSC ANZU 648E,FOB,40GP,Nansha,Manzanillo,1,59076.16,59076.16,8829.95,307.99,3195.7,3519.0,17.01,8456110100,68214.1,133457.48,10676.6,236593.41,8310.67,25496.56,0.0,0.0,19.5645,,,China
IMP-2024-0429,PO-202411-046,INV-1012-202411-0003,SUP-1012,SKU-142,2024-11-26,2025-01-25,2025-02-28,2025-02-28,2025-03-06,2025-03-10,Hapag-Lloyd,HAPAG BERLIN EXPRESS 667W,FOB,20GP,Shanghai,Manzanillo,1,"$7,233.36","$7,233.36",8480.33,,1186.9,1282.5,3.6,8515310100,15752.93,"MXN 46,648.44",2487.92,57620.16,8340.2,18775.58,0.0,0.0,19.7417,0,Sin observaciones durante la inspección,China
IMP-2024-0430,PO-202411-047,INV-1002-202411-0010,SUP-1002,SKU-124,2024-11-26,2025-02-08,2025-03-15,2025-03-15,2025-04-01,2025-04-05,MSC,MSC ANZU 311E,FOB,40'GP,Shekou,Lázaro Cárdenas,1,7647.82,7647.82,7644.97,25.54,571.2,627.0,5.5,8414809900,15318.33,45641.58,2434.22,56376.48,8447.11,28853.96,,0.0,19.8636,0,Sin observaciones durante la inspección,China
IMP-2024-0431,PO-202411-048,INV-1007-202411-0004,SUP-1007,SKU-141,45624,45683,45723,45723,45729,45734,Hapag-Lloyd,MSC PALOMA 867W,FOB,20GP,Ningbo-Zhoushan,Veracruz,1,28081.16,"$28,081.16",8896.48,98.61,1895.6,2134.1,4.15,8515310100,37076.25,110470.17,5891.74,136452.75,7497.99,59739.24,,0.0,19.8636,,,China
IMP-2024-0432,PO-202411-049,INV-1014-202411-0010,SUP-1014,SKU-118,2024-11-28,2025-02-17,2025-03-16,2025-03-16,2025-03-29,2025-03-30,Hapag-Lloyd,MAERSK ESSEX 228W,CIF,40GP,Nantong,Manzanillo,3,29794.55,89383.65,0.0,,20018.4,22435.3,36.53,8477100100,89750.73,178277.26,14262.18,316049.93,6604.16,37200.45,0.0,9895.37,19.8636,,,China
IMP-2024-0433,PO-202412-001,INV-1010-202412-0001,SUP-1010,SKU-128,2024-12-01,2025-02-22,2025-03-30,2025-04-25,2025-05-07,2025-05-09,,COSCO VEGA 637W,FOB,40GP,Taizhou,Manzanillo,1,"49,636.09",49636.09,5914.49,271.12,5152.8,5883.8,12.12,8422309900,55821.7,109212.36,8736.99,193611.68,6120.97,17644.76,0.0,6004.12,19.5645,0,No issues found on inspection,China
IMP-2024-0434,PO-202412-002,INV-1010-202412-0002,SUP-1010,SKU-118,01/12/2024,13/03/2025,15/04/2025,15/04/2025,23/04/2025,24/04/2025,Ocean Network Express,HAPAG BERLIN EXPRESS 791E,CIF,40GP,Taizhou,Manzanillo,1,29203.01,29203.01,0.0,,6672.8,7506.8 kg,12.53,8477100100,29348.52,57418.91,4593.51,101792.25,8690.67,23362.94,0.0,0.0,19.5645,,,China
IMP-2024-0435,PO-202412-003,INV-1011-202412-0001,SUP-1011,SKU-136,02/12/2024,22/02/2025,23/03/2025,23/03/2025,25/03/2025,26/03/2025,Evergreen Marine,MAERSK COLUMBUS 181E,DDP,20GP,Shanghai,Manzanillo,2,18004.92,"$36,009.84",5602.3,195.27,3354.2,3679.5,10.99,8480710100,41807.41,41522.28,6643.57,140577.84,7571.67,23050.57,0.0,,19.8636,0,No issues found on inspection,China
IMP-2024-0436,PO-202412-004,INV-1007-202412-0001,SUP-1007,SKU-141,02/12/2024,14/02/2025,15/03/2025,18/04/2025,09/05/2025,12/05/2025,Maersk,COSCO ARIES 340E,FOB,20GP,Ningbo-Zhoushan,Manzanillo,6,"27,204.87",163229.22,8041.88,662.31,11373.6,12354.9,23.87,8515310100,171933.41,504568.68,26910.33,623243.23,5550.26,49318.9,0.0,7780.58,19.5645,3,Revisión eléctrica sin hallazgos,China
IMP-2024-0437,PO-202412-005,INV-1003-202412-0001,SUP-1003,SKU-133,03/12/2024,28/02/2025,01/04/2025,01/04/2025,23/04/2025,27/04/2025,Yang Ming Marine Transport,MSC ANZU 649W,FOB,40HC,Nansha,Manzanillo,3,99569.52,298708.56,7574.2,1582.8,60816.9,68547.1,94.38,8462910100,307865.56,602323.57,48185.89,1067799.23,6112.12,34599.46,0.0,,19.5645,,Control panel door misaligned,China
IMP-2024-0438,PO-202412-006,INV-1003-202412-0002,SUP-1003,SKU-117,2024-12-04,2025-03-03,2025-04-06,2025-04-06,2025-04-13,2025-04-17,Ocean Network Express,MAERSK ESSEX 539E,DDP,40GP,Nansha,Manzanillo,3,"33,003.27",99009.81,9393.64,309.95,34752.0,38849.9,51.68,8477100100,108713.4,212692.33,17015.39,377060.97,6110.42,32767.06,0.0,,19.5645,0,Sin observaciones durante la inspección,China
IMP-2024-0439,PO-202412-007,INV-1001-202412-0001,SUP-1001,SKU-114,45630,45741,45775,45775,45792,45796,Yang Ming Marine Transport,ONE APUS 579E,FOB,,Yantian,Manzanillo,6,71914.31,"$431,485.86",6662.12,1696.14,78637.2,88061.7,165.35,8477100100,439844.12,860533.03,68842.64,1525552.95,7060.47,73119.7,0.0,0.0,19.5645,0,Sin observaciones durante la inspección,China
IMP-2024-0440,PO-202412-008,INV-1011-202412-0002,SUP-1011,SKU-140,2024-12-04,2025-02-20,2025-03-20,2025-03-20,2025-03-26,2025-03-29,Maersk,YM WELLNESS 872W,FOB,20GP,Shanghai,Manzanillo,2,26265.53,52531.06,5517.55,,3555.4,4046.4,6.09,8515310100,58353.17,"MXN 173,865.60",9272.83,214758.79,7210.6,23016.44,0.0,0.0,19.8636,1,Fuga de aceite hidráulico,China
IMP-2024-0441,PO-202412-009,INV-1005-202412-0001,SUP-1005,SKU-131,2024-12-05,2025-03-02,2025-04-05,2025-04-05,2025-04-13,2025-04-15,,MAERSK ESSEX 133E,CIF,40HC,Shekou,Manzanillo,3,80359.13,"$241,077.39",0.0,,67733.1,75738.9,76.52,8462.91.01.00,242115.91,473687.67,37895.01,839753.51,3967.98,30867.32,0.0,0.0,19.5645,,,China
IMP-2024-0442,PO-202412-010,INV-1012-202412-0001,SUP-1012,SKU-103,12/06/2024,03/17/2025,04/13/2025,04/13/2025,04/21/2025,04/26/2025,Yang Ming Marine Transport,MAERSK ESSEX 579W,FOB,40GP,Shanghai,Lázaro Cárdenas,1,"172.325,73",172325.73,,787.94,18341.2,20145.5,17.86,8457100100,182167.39,356401.39,28512.11,631828.38,5143.01,30832.22,0.0,0.0,19.5645,0,Sin observaciones durante la inspección,China
IMP-2024-0443,PO-202412-011,INV-1001-202412-0002,SUP-1001,SKU-111,09/12/2024,09/02/2025,09/03/2025,10/03/2025,15/03/2025,18/03/2025,Hapag-Lloyd,EVER LIBRA 626W,FOB,40GP,Yantian,Manzanillo,2,45993.86,91987.72,8271.58,349.48,3712.0,4164.4,30.58,8456110100,100608.78,199845.26,15987.62,354285.67,8531.1,25917.11,0.0,0.0,19.8636,,,China
IMP-2024-0444,PO-202412-012,INV-1001-202412-0003,SUP-1001,SKU-114,2024-12-09,2025-03-27,2025-04-22,2025-04-22,2025-05-01,2025-05-04,COSCO Shipping Lines,YM WELLNESS 725W,FOB,40HC,Yantian,Manzanillo,1,71863.33,"$71,863.33",8538.6,285.17,13106.2,14794.9,27.84,8477100100,80687.1,157860.28,12628.82,279854.7,7646.89,25239.94,0.0,0.0,19.5645,0,No issues found on inspection,China
IMP-2024-0445,PO-202412-013,INV-1012-202412-0002,SUP-1012,SKU-103,2024-12-10,2025-03-10,2025-04-11,2025-05-15,2025-05-23,2025-05-25,Yang Ming Marine Transport,MAERSK COLUMBUS 882W,EXW,40GP,Shanghai (Waigaoqiao),Manzanillo,3,"158,715.39","$476,146.17",7521.26,0.0,55023.6,60452.8,54.91,8457100100,483667.43,925536.32,74042.91,1640790.79,5911.72,35545.51,13791.47,,19.1358,,,China
IMP-2024-0446,PO-202412-014,INV-1003-202412-0003,SUP-1003,SKU-133,12/10/2024,03/18/2025,04/24/2025,04/24/2025,05/01/2025,05/05/2025,Maersk,MAERSK COLUMBUS 856E,FOB,40HC,Nansha,Manzanillo,3,98962.73,"$296,888.19",7862.82,1245.78,60816.9,67806.1,90.65,8462910100,305996.79,598667.42,47893.39,1061317.6,8542.58,41178.3,0.0,0.0,19.5645,,,China
IMP-2024-0447,PO-202412-015,INV-1007-202412-0002,SUP-1007,SKU-132,2024-12-10,2025-03-02,2025-04-04,2025-04-04,2025-04-13,2025-04-15,COSCO Shipping Lines,HAPAG BERLIN EXPRESS 214E,CIF,40GP,Ningbo-Zhoushan,Manzanillo,1,31458.59,"$31,458.59",0.0,,14439.6,16180.8,12.42,8462910100,31563.32,61752.06,4940.16,109474.05,8012.18,26049.22,0.0,0.0,19.5645,,Hydraulic leak at fitting,China
IMP-2024-0448,PO-202412-016,INV-1006-202412-0001,SUP-1006,SKU-119,2024-12-10,2025-03-05,2025-04-02,2025-04-02,2025-04-08,2025-04-12,MSC,COSCO VEGA 566E,FOB,20GP,Ningbo-Zhoushan,Manzanillo,1,48095.88,"$48,095.88",6007.1,,2488.3,2750.7,3.69,8479500100,54247.27,53066.04,8490.57,179660.37,7067.36,18779.1,0.0,0.0,19.5645,,,China
IMP-2024-0449,PO-202412-017,INV-1013-202412-0001,SUP-1013,SKU-109,2024-12-11,2025-02-06,2025-03-08,2025-03-10,2025-03-13,2025-03-15,Yang Ming Marine Transport,ONE APUS 442W,CIF,40GP,Shanghai,Manzanillo,2,82659.94,"$165,319.88",0.0,677.66,26814.4,30376.7,24.03,8458110100,165997.54,329730.87,26378.47,584546.89,8758.01,32237.62,0.0,0.0,19.8636,,,China
IMP-2024-0450,PO-202412-018,INV-1013-202412-0002,SUP-1013,SKU-140,11-12-2024,12-03-2025,16-04-2025,16-04-2025,23-04-2025,24-04-2025,Evergreen Marine,EVER LIBRA 203E,DDP,20GP,Shanghai,Lázaro Cárdenas,1,28269.58,"$28,269.58",5568.05,112.55,1777.7,1979.3,3.14,8515310100,33950.18,99632.74,5313.75,123066.37,8359.41,36711.68,0.0,0.0,19.5645,,,China
IMP-2024-0451,PO-202412-019,INV-1014-202412-0001,SUP-1014,SKU-134,2024-12-12,2025-02-03,2025-03-07,2025-03-07,,2025-03-13,MSC,HAPAG BERLIN EXPRESS 818W,CIF,20GP,NANTONG,Manzanillo,3,7230.13,21690.39,0.0,72.94,4195.5,4653.4,12.23,8480710100,21763.33,21614.9,3458.38,73179.42,5867.24,41015.93,0.0,0.0,19.8636,,,China
IMP-2024-0452,PO-202412-020,INV-1002-202412-0001,SUP-1002,SKU-125,12/12/2024,04/03/2025,04/04/2025,04/04/2025,12/04/2025,14/04/2025,Ocean Network Express,EVER LIBRA 352E,CIF,20GP,Shekou,Lázaro Cárdenas,1,15345.20,15345.20,0.0,89.76,3330.5,3834.3,7.1,8414809900,15434.96,45296.59,2415.82,55950.35,7462.72,34709.21,0.0,,19.5645,,,China
